nome_completo_do_carro,ano,preco_de_venda_USD,km_rodado,tipo_combustivel,tipo_do_vendedor,transmissao,dono,consumo_do_combustivel_kmpl,motor_CC,potencia_do_motor_bhp,assentos,preco_de_venda_USD_normalizado,consumo_do_combustivel_kmpl_normalizado,preco_de_venda_USD_binned,tipo_de_combustivel_Diesel,tipo_de_combustivel_Petrol
Maruti Celerio VXI,2017,5205.479452054795,50000.0,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,-0.3353342794138726,0.9269945686551762,Baixo,0,1
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,6575.342465753424,60000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,-0.21294318070702054,-0.12253925298874452,Baixo,0,1
Maruti Alto 800 LXI,2016,3287.671232876712,35000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,-0.5066818176034658,0.8370345267999822,Baixo,0,1
Hyundai Verna 1.4 VTVT,2014,6849.315068493151,33400.0,Petrol,Individual,Manual,First Owner,17.43,1396.0,105.5,5.0,-0.18846496096565007,-0.4898760905641162,Baixo,0,1
Maruti Swift LXI Optional-O,2015,5753.424657534247,36000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,-0.2863778399311317,0.25229425474122685,Baixo,0,1
Ford Figo Diesel ZXI,2011,1780.8219178082193,180000.0,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,-0.6413120261810029,0.15233865267990152,Baixo,1,0
Maruti Alto K10 2010-2014 VXI,2012,1506.849315068493,80000.0,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,-0.6657902459223735,0.3822365374209511,Baixo,0,1
Maruti Alto LX BSIII,2007,1643.835616438356,120000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,-0.6535511360516882,0.07737195113390706,Baixo,0,1
Maruti Swift Dzire AMT ZDI,2017,9589.041095890409,80000.0,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5.0,0.05631723644805419,2.251406295967741,Baixo,1,0
Maruti Swift Dzire LDI,2018,7534.246575342466,120000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,-0.12726941161222394,2.251406295967741,Baixo,1,0
Tata Indigo CS LX (TDI) BS-III,2014,2602.739726027397,110000.0,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,-0.5678773669568917,-0.0750603420096145,Baixo,1,0
Toyota Etios Liva 1.4 VD,2018,9109.589041095893,70000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,0.01348035190065604,1.0494401811802998,Baixo,1,0
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,4657.534246575343,92686.0,Diesel,Dealer,Manual,Second Owner,21.9,1396.0,88.76,5.0,-0.3842907188966135,0.6271277624711983,Baixo,1,0
Tata Manza Club Class Quadrajet90 LX,2012,3698.6301369863013,80000.0,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,-0.46996448799141,0.407225437936282,Baixo,1,0
Maruti Swift Ldi BSIV,2009,3821.917808219178,117000.0,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5.0,-0.4589492891077934,-0.3974171586573897,Baixo,1,0
Ford Aspire Trend Plus,2018,8493.150684931506,15000.0,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5.0,-0.04159564251742751,0.25229425474122685,Baixo,0,1
Hyundai EON Era Plus,2014,3424.6575342465753,80000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,-0.4944427077327805,0.4272165583485476,Baixo,0,1
Honda Amaze VX i-DTEC,2013,6095.890410958904,100000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,-0.2557800652544188,1.6016948825691246,Baixo,1,0
Volkswagen Jetta 2.0 TDI Comfortline,2010,5479.45205479452,100000.0,Diesel,Individual,Manual,First Owner,15.0,1896.0,105.0,5.0,-0.31085605967250224,-1.0971063730866701,Baixo,1,0
Hyundai i20 1.4 CRDi Era,2010,4794.520547945205,90000.0,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,-0.3720516090259283,0.9020056681398444,Baixo,1,0
Skoda Rapid Ultima 1.6 TDI Elegance,2012,4041.095890410959,140000.0,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,-0.43936671331469696,0.2772831552565587,Baixo,1,0
Maruti Swift Dzire VXI 1.2,2018,8219.17808219178,25000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,-0.06607386225879798,0.45470434891541206,Baixo,0,1
Ford Aspire Trend Plus,2018,9452.054794520549,13000.0,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5.0,0.04407812657736896,0.25229425474122685,Baixo,0,1
Hyundai i20 1.2 Asta,2018,9726.027397260274,42000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,0.06855634631873943,-0.1975059545347381,Baixo,0,1
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,4794.520547945205,10000.0,Petrol,Individual,Manual,Second Owner,20.3,998.0,68.05,5.0,-0.3720516090259283,0.227305354225896,Baixo,0,1
Maruti Alto K10 2010-2014 VXI,2012,3013.698630136986,13000.0,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,-0.5311600373448361,0.3822365374209511,Baixo,0,1
Hyundai EON Magna Plus,2013,2712.328767123288,49500.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,-0.5580860790603435,0.4272165583485476,Baixo,0,1
Hyundai i20 1.4 CRDi Sportz,2011,4794.520547945205,50000.0,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,-0.3720516090259283,0.9020056681398444,Baixo,1,0
Tata Indigo CR4,2011,2876.7123287671234,175000.0,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5.0,-0.5433991472155213,1.0444424010772335,Baixo,1,0
Tata Indigo eCS LX BSIV,2011,2876.7123287671234,175000.0,Diesel,Individual,Manual,Second Owner,23.03,1396.0,69.0,5.0,-0.5433991472155213,0.909502338294444,Baixo,1,0
Maruti Ritz ZDi,2014,5136.986301369863,110000.0,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,5.0,-0.3414538343492152,0.951983469170507,Baixo,1,0
Maruti Swift Dzire VXi,2012,5205.479452054795,112048.0,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,5.0,-0.3353342794138726,-0.4723838602033842,Baixo,0,1
Honda City 1.5 S MT,2010,4931.5068493150675,98000.0,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,5.0,-0.3598124991552431,-0.5973283627800413,Baixo,0,1
Toyota Platinum Etios 1.4 GXD,2018,10684.931506849314,116000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0,0.1542301154135359,1.0494401811802998,Baixo,1,0
Maruti Swift LXI,2020,6095.890410958904,1000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,-0.2557800652544188,0.45470434891541206,Baixo,0,1
Hyundai Xcent 1.2 VTVT S AT,2018,7876.712328767123,15000.0,Petrol,Individual,Automatic,First Owner,17.36,1197.0,81.86,5.0,-0.09667163693551098,-0.5073683209248483,Baixo,0,1
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,13356.164383561643,5000.0,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,0.3928927578918976,1.4267725789618046,Baixo,1,0
Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,6164.3835616438355,3500.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,83.83,5.0,-0.24966051031907616,1.1119124324686285,Baixo,0,1
Ford Figo 1.5D Trend MT,2017,6780.821917808219,56000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,-0.19458451590099268,1.6091915527237233,Baixo,1,0
Maruti Ritz VDi,2013,4109.58904109589,120000.0,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,-0.4332471583793544,0.951983469170507,Baixo,1,0
Honda Brio 1.2 S MT,2017,6575.342465753424,30400.0,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5.0,-0.21294318070702054,-0.22249485505006988,Baixo,0,1
Volkswagen Vento 1.5 TDI Comfortline,2017,10273.972602739726,50000.0,Diesel,Individual,Manual,First Owner,22.27,1498.0,108.6,5.0,0.11751278580148035,0.7195866943779248,Baixo,1,0
Hyundai EON Era Plus,2017,3493.1369863013697,34000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,-0.4883243767084249,0.4272165583485476,Baixo,0,1
Chevrolet Beat LT,2012,1986.3013698630136,120000.0,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,-0.6229533613749751,-0.1975059545347381,Baixo,0,1
Tata Nexon 1.2 Revotron XM,2018,10273.972602739726,15000.0,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,0.11751278580148035,-0.5973283627800413,Baixo,0,1
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,8972.602739726028,50000.0,Diesel,Individual,Automatic,First Owner,22.0,1498.0,108.495,5.0,0.0012412420299708071,0.65211666298653,Baixo,1,0
Ford Figo Diesel ZXI,2011,2876.7123287671234,84000.0,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,-0.5433991472155213,0.15233865267990152,Baixo,1,0
Honda City 1.5 E MT,2011,6164.3835616438355,50000.0,Petrol,Individual,Manual,First Owner,17.0,1497.0,118.0,5.0,-0.24966051031907616,-0.5973283627800413,Baixo,0,1
Hyundai Santro Sportz AMT BSIV,2019,6383.561643835616,25000.0,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086.0,68.0,5.0,-0.2300779345259798,0.227305354225896,Baixo,0,1
Ford Figo 1.5D Titanium MT,2015,7945.2054794520545,52000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,-0.09055208200016836,1.6091915527237233,Baixo,1,0
Hyundai Santro Sportz BSIV,2019,5890.41095890411,18500.0,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,-0.2741387300604465,0.227305354225896,Baixo,0,1
Tata Indigo CS eLX BS IV,2012,2123.287671232877,50000.0,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,-0.61071425150429,0.909502338294444,Baixo,1,0
Datsun RediGO 1.0 S,2017,3287.671232876712,35000.0,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,-0.5066818176034658,0.7770611655631873,Baixo,0,1
Toyota Etios G,2016,7397.260273972603,15500.0,Petrol,Individual,Manual,First Owner,16.78,1496.0,88.73,5.0,-0.1395085214829092,-0.6523039439137702,Baixo,0,1
Tata Indigo CS LX (TDI) BS III,2013,3424.6575342465753,120000.0,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,-0.4944427077327805,-0.0750603420096145,Baixo,1,0
Tata Indigo eCS VX BSIV,2012,3561.6438356164385,60000.0,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,-0.4822035978620953,1.4017836784464728,Baixo,1,0
Renault Duster 110PS Diesel RxL,2015,8219.17808219178,136000.0,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,-0.06607386225879798,-0.09505146242187924,Baixo,1,0
Ford Figo Aspire 1.5 TDCi Titanium,2017,7534.246575342466,15000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,-0.12726941161222394,1.6091915527237233,Baixo,1,0
Hyundai i10 Magna 1.1L,2008,3424.6575342465753,100000.0,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,-0.4944427077327805,0.10485974170077147,Baixo,0,1
Maruti Alto LXi BSIII,2005,1712.3287671232874,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,-0.6474315811163457,0.07737195113390706,Baixo,0,1
Tata Indica Vista Aqua 1.4 TDI,2010,2739.72602739726,110000.0,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0,-0.5556382570862065,-0.5973283627800413,Baixo,1,0
Honda WR-V i-DTEC S,2017,9246.575342465754,127991.0,Diesel,Dealer,Manual,First Owner,25.5,1498.0,98.6,5.0,0.025719461771341275,1.52672818102313,Baixo,1,0
Tata Indigo eCS GLX,2010,3972.6027397260273,65000.0,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,-0.4454862682500396,-0.9371774097885486,Baixo,0,1
Maruti Ciaz 1.3 Zeta,2018,12178.082191780824,20000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,0.2876364130040049,2.173940704370214,Baixo,1,0
Volkswagen Ameo 1.2 MPI Comfortline,2016,5479.45205479452,60000.0,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5.0,-0.31085605967250224,-0.5973283627800413,Baixo,0,1
Renault KWID RXT Optional,2018,5342.465753424657,13120.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,-0.32309516954318745,1.4442648093225368,Baixo,0,1
Hyundai Elite i20 Asta Option CVT BSIV,2018,10958.90410958904,25000.0,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,5.0,0.17870833515490636,-0.497372760718716,Baixo,0,1
Hyundai i20 Asta Option 1.4 CRDi,2016,10068.493150684932,25000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,0.09915412099545252,0.7870567257693196,Baixo,1,0
Skoda Octavia L and K 1.9 TDI MT,2005,3424.6575342465753,120000.0,Diesel,Individual,Manual,Third Owner,16.4,1896.0,90.0,5.0,-0.4944427077327805,-0.7472617658720302,Baixo,1,0
Renault KWID AMT,2018,5479.45205479452,25000.0,Petrol,Individual,Automatic,First Owner,24.04,999.0,67.0,5.0,-0.31085605967250224,1.1618902334992909,Baixo,0,1
Hyundai Accent CRDi,2005,1780.8219178082193,79000.0,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,-0.6413120261810029,-1.5718954828779668,Baixo,1,0
Hyundai i20 Active 1.4 SX,2016,9863.013698630135,80000.0,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,0.08079545618942466,0.4497065688123458,Baixo,1,0
Honda City S,2011,6164.3835616438355,110000.0,Petrol,Individual,Manual,Third Owner,16.8,1497.0,116.4,5.0,-0.24966051031907616,-0.6473061638107039,Baixo,0,1
Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,9589.041095890409,25000.0,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,0.05631723644805419,-0.30745711680219673,Baixo,0,1
Hyundai Santro Magna,2020,6849.315068493151,1000.0,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.07,5.0,-0.18846496096565007,0.227305354225896,Baixo,0,1
Tata Indica V2 1.2 GLE BSIII,2013,2328.7671232876714,110000.0,Petrol,Individual,Manual,Second Owner,15.3,1193.0,65.3,5.0,-0.5923555866982622,-1.0221396715406754,Baixo,0,1
Fiat Linea Emotion (Diesel),2010,3767.123287671233,110000.0,Diesel,Individual,Manual,Third Owner,20.4,1248.0,91.7,5.0,-0.4638449330560674,0.25229425474122685,Baixo,1,0
Maruti Swift Dzire ZDI,2019,10999.986301369863,24000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,0.1823788442051249,2.251406295967741,Baixo,1,0
Maruti Swift Dzire VDI,2013,6438.356164383562,150000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,-0.2251822905777057,1.0019612702011698,Baixo,1,0
Renault KWID RXT,2015,4109.58904109589,60000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,-0.4332471583793544,1.4442648093225368,Baixo,0,1
Renault Duster 110PS Diesel RxL,2014,8219.17808219178,116000.0,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,-0.06607386225879798,-0.09505146242187924,Baixo,1,0
Ford Figo Diesel Celebration Edition,2013,3767.123287671233,104300.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,-0.4638449330560674,0.15233865267990152,Baixo,1,0
Volkswagen Ameo 1.5 TDI Comfortline,2020,10958.90410958904,25000.0,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0,0.17870833515490636,0.5671544012344033,Baixo,1,0
Hyundai Verna CRDi SX ABS,2007,3356.164383561644,121000.0,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5.0,-0.5005622626681231,-0.32245045711139525,Baixo,1,0
Hyundai Verna CRDi SX,2010,4246.575342465753,120000.0,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,-0.4210080485086692,-0.6473061638107039,Baixo,1,0
Hyundai Verna CRDi SX ABS,2007,3356.164383561644,120000.0,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5.0,-0.5005622626681231,-0.32245045711139525,Baixo,1,0
Volkswagen Polo Petrol Comfortline 1.2L,2011,6164.3835616438355,110000.0,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5.0,-0.24966051031907616,-0.7297695355112982,Baixo,0,1
Maruti Swift VDI,2013,5616.424657534247,100000.0,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,-0.29861817371280397,0.8770167676245125,Baixo,1,0
Hyundai Xcent 1.1 CRDi SX,2016,8082.191780821918,34000.0,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,-0.07831297212948313,1.2518502753544842,Baixo,1,0
Nissan Kicks XV D BSIV,2019,16438.35616438356,23000.0,Diesel,Individual,Manual,First Owner,20.45,1461.0,108.5,5.0,0.6682727299823149,0.2647887049988928,Baixo,1,0
Ford Fiesta 1.4 SXi TDCi ABS,2008,2397.2602739726026,163000.0,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,-0.5862360317629196,-0.3974171586573897,Baixo,1,0
Honda City i-DTEC VX,2019,15205.479452054795,10500.0,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,0.5581207411461481,1.5517170815384618,Baixo,1,0
Volkswagen Vento Diesel Highline,2013,4452.054794520548,155000.0,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,-0.4026493837026413,0.287278715462691,Baixo,1,0
Ford Fiesta 1.4 SXi TDCi ABS,2010,4452.054794520548,163000.0,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5.0,-0.4026493837026413,-0.3974171586573897,Baixo,1,0
Honda City 2017-2020 GXi,2008,3835.616438356165,75000.0,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5.0,-0.4577253781207248,-0.4224060591727215,Baixo,0,1
Honda City i DTec E,2016,10479.45205479452,80000.0,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,0.13587145060750822,1.6516726835997873,Baixo,1,0
Honda City i DTEC V,2014,8767.123287671233,120000.0,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,-0.017117422776057042,1.6516726835997873,Baixo,1,0
Tata Indica V2 DLE BSIII,2007,890.4109589041096,120000.0,Diesel,Individual,Manual,Third Owner,17.88,1396.0,52.8,5.0,-0.7208662403404569,-0.37742603824512494,Baixo,1,0
Skoda Octavia Ambiente 1.9 TDI MT,2007,2671.232876712329,175000.0,Diesel,Individual,Manual,Second Owner,18.7,1896.0,66.0,5.0,-0.5617578120215491,-0.17251705401940726,Baixo,1,0
Maruti Alto 800 LXI,2017,4041.095890410959,15000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,-0.43936671331469696,1.3268169769004785,Baixo,0,1
Maruti Swift Dzire ZDI,2012,8561.643835616438,100000.0,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,-0.03547608758208489,1.0019612702011698,Baixo,1,0
Maruti Wagon R LX Minor,2009,2191.7808219178078,80000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,-0.6045946965689474,-0.12253925298874452,Baixo,0,1
Maruti Celerio VXI,2015,4520.54794520548,84000.0,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0,-0.3965298287672987,0.9269945686551762,Baixo,0,1
Ford Figo Petrol LXI,2010,2465.7534246575337,50000.0,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5.0,-0.5801164768275769,-0.9471729699946814,Baixo,0,1
Hyundai i10 Era,2011,4109.58904109589,30000.0,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,-0.4332471583793544,0.10485974170077147,Baixo,0,1
Hyundai i20 1.2 Asta Dual Tone,2018,10000.0,2388.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,0.09303456606010987,-0.1975059545347381,Baixo,0,1
Maruti Vitara Brezza LDi,2017,8904.109589041096,16200.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,-0.00487831290537181,1.2268613748391533,Baixo,1,0
Maruti Alto K10 VXI Airbag,2019,5013.698630136986,15000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.1,5.0,-0.352469033232832,1.1394002230354927,Baixo,0,1
Datsun GO D,2016,2054.794520547945,42000.0,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0,-0.6168338064396327,0.3097687259264893,Baixo,0,1
Hyundai Santro Xing GL Plus,2013,2561.6438356164385,120000.0,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,-0.5715490999180973,-0.36743047803899176,Baixo,0,1
Ford Aspire Trend Plus,2018,8493.150684931506,15000.0,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5.0,-0.04159564251742751,0.25229425474122685,Baixo,0,1
Hyundai EON Era Plus,2014,3424.6575342465753,80000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,-0.4944427077327805,0.4272165583485476,Baixo,0,1
Honda Amaze VX i-DTEC,2013,6095.890410958904,100000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,-0.2557800652544188,1.6016948825691246,Baixo,1,0
Volkswagen Jetta 2.0 TDI Comfortline,2010,5479.45205479452,100000.0,Diesel,Individual,Manual,First Owner,15.0,1896.0,105.0,5.0,-0.31085605967250224,-1.0971063730866701,Baixo,1,0
Hyundai i20 1.4 CRDi Era,2010,4794.520547945205,90000.0,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,-0.3720516090259283,0.9020056681398444,Baixo,1,0
Skoda Rapid Ultima 1.6 TDI Elegance,2012,4041.095890410959,140000.0,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,-0.43936671331469696,0.2772831552565587,Baixo,1,0
Maruti Swift Dzire VXI 1.2,2018,8219.17808219178,25000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,-0.06607386225879798,0.45470434891541206,Baixo,0,1
Ford Aspire Trend Plus,2018,9452.054794520549,13000.0,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5.0,0.04407812657736896,0.25229425474122685,Baixo,0,1
Hyundai i20 1.2 Asta,2018,9726.027397260274,42000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,0.06855634631873943,-0.1975059545347381,Baixo,0,1
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,4794.520547945205,10000.0,Petrol,Individual,Manual,Second Owner,20.3,998.0,68.05,5.0,-0.3720516090259283,0.227305354225896,Baixo,0,1
Maruti Alto K10 2010-2014 VXI,2012,3013.698630136986,13000.0,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,-0.5311600373448361,0.3822365374209511,Baixo,0,1
Hyundai EON Magna Plus,2013,2712.328767123288,49500.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,-0.5580860790603435,0.4272165583485476,Baixo,0,1
Hyundai i20 1.4 CRDi Sportz,2011,4794.520547945205,50000.0,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,-0.3720516090259283,0.9020056681398444,Baixo,1,0
Maruti Baleno Alpha 1.2,2016,8904.109589041096,35000.0,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5.0,-0.00487831290537181,0.5021832598945412,Baixo,0,1
Mahindra Verito 1.5 D4 BSIV,2015,5205.479452054795,120000.0,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5.0,-0.3353342794138726,0.4097243279878155,Baixo,1,0
Tata Zest Revotron 1.2 XT,2014,4931.5068493150675,50000.0,Petrol,Individual,Manual,Second Owner,17.57,1193.0,88.7,5.0,-0.3598124991552431,-0.4548916298426521,Baixo,0,1
Skoda Rapid 1.6 MPI Elegance,2012,5273.9726027397255,116000.0,Petrol,Individual,Manual,First Owner,15.0,1598.0,103.5,5.0,-0.32921472447853,-1.0971063730866701,Baixo,0,1
Fiat Grande Punto 1.3 Emotion (Diesel),2011,3493.1369863013697,100000.0,Diesel,Individual,Manual,Third Owner,20.3,1248.0,75.0,5.0,-0.4883243767084249,0.227305354225896,Baixo,1,0
Hyundai Grand i10 SportZ Edition,2015,6835.6164383561645,20000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,-0.18968887195271855,-0.12253925298874452,Baixo,0,1
Maruti Swift Dzire AMT ZDI Plus,2018,10000.0,60000.0,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5.0,0.09303456606010987,2.251406295967741,Baixo,1,0
Honda Jazz 1.5 V i DTEC,2016,8904.109589041096,30000.0,Diesel,Individual,Manual,Second Owner,27.3,1498.0,98.6,5.0,-0.00487831290537181,1.9765283902990958,Baixo,1,0
Renault Pulse RxL,2012,3013.698630136986,75000.0,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.12,5.0,-0.5311600373448361,0.9219967885521092,Baixo,1,0
Tata Indica V2 DLS TC,2006,1369.86301369863,110000.0,Diesel,Individual,Manual,Third Owner,16.8,1405.0,62.0,5.0,-0.6780293557930587,-0.6473061638107039,Baixo,1,0
Hyundai Accent GLS 1.6,2004,1506.849315068493,120000.0,Petrol,Individual,Manual,Fourth & Above Owner,14.4,1599.0,94.0,5.0,-0.6657902459223735,-1.2470397761786582,Baixo,0,1
Tata Indica Vista Aqua 1.4 TDI,2009,2082.1917808219173,48000.0,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5.0,-0.6143859844654955,-0.5973283627800413,Baixo,1,0
Maruti Ignis Zeta AMT,2020,8219.17808219178,5000.0,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,-0.06607386225879798,0.3747398672663514,Baixo,0,1
Toyota Platinum Etios 1.4 GXD,2018,10684.931506849314,116000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0,0.1542301154135359,1.0494401811802998,Baixo,1,0
Maruti Swift LXI,2020,6095.890410958904,1000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,-0.2557800652544188,0.45470434891541206,Baixo,0,1
Hyundai Xcent 1.2 VTVT S AT,2018,7876.712328767123,15000.0,Petrol,Individual,Automatic,First Owner,17.36,1197.0,81.86,5.0,-0.09667163693551098,-0.5073683209248483,Baixo,0,1
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,13356.164383561643,5000.0,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,0.3928927578918976,1.4267725789618046,Baixo,1,0
Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,6164.3835616438355,3500.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,83.83,5.0,-0.24966051031907616,1.1119124324686285,Baixo,0,1
Ford Figo 1.5D Titanium MT,2015,6575.342465753424,80000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,-0.21294318070702054,1.6091915527237233,Baixo,1,0
