preco_de_venda_USD,kilometragem,tipo_combustivel,tipo_do_vendedor,transmissao,dono,consumo_do_combustivel_kmpl,motor_CC,potencia_do_motor_bhp,Marca
5479.45,58400.0,Diesel,Individual,Manual,2º dono,19.3,1248.0,73.9,Maruti
4246.58,23400.0,Gasolina,Individual,Manual,2º dono,23.95,998.0,67.1,Maruti
5273.97,50000.0,Gasolina,Individual,Manual,1º dono,23.1,998.0,67.04,Maruti
7136.99,3010.0,Gasolina,Individual,Automatico,1º dono,20.3,1086.0,68.0,Hyundai
2465.75,80000.0,Diesel,Individual,Manual,1º dono,21.12,1248.0,88.8,Tata
3013.7,155000.0,Diesel,Individual,Manual,2º dono,17.8,1399.0,68.0,Ford
7397.26,4000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,81.86,Hyundai
2739.73,121000.0,Gasolina,Individual,Manual,1º dono,17.3,993.0,60.0,Maruti
8904.11,110000.0,Diesel,Individual,Manual,2º dono,22.77,1498.0,98.59,Ford
3150.67,170000.0,Diesel,Individual,Manual,2º dono,17.8,1399.0,68.0,Ford
4178.08,175000.0,Diesel,Individual,Manual,3º dono,17.8,1248.0,75.0,Maruti
2739.73,163000.0,Diesel,Individual,Manual,1º dono,17.8,1399.0,68.0,Ford
2739.73,163000.0,Diesel,Individual,Manual,1º dono,17.8,1399.0,68.0,Ford
2876.71,110000.0,Diesel,Individual,Manual,3º dono,23.08,1461.0,63.1,Nissan
8493.15,36000.0,Gasolina,Individual,Manual,1º dono,20.85,1197.0,83.14,Maruti
3424.66,65000.0,Gasolina,Individual,Manual,2º dono,18.9,998.0,67.1,Maruti
4109.59,82500.0,Diesel,Individual,Manual,1º dono,20.3,1248.0,75.0,Fiat
11095.89,30000.0,Diesel,Individual,Manual,2º dono,23.0,1498.0,98.96,Ford
6438.36,70000.0,Diesel,Individual,Manual,2º dono,26.59,1248.0,74.0,Maruti
5479.45,85000.0,Diesel,Individual,Manual,1º dono,20.65,1248.0,88.7,Tata
4109.59,60000.0,Gasolina,Individual,Manual,2º dono,20.51,998.0,67.04,Maruti
6246.56,80000.0,Diesel,Individual,Manual,1º dono,19.01,1461.0,108.45,Renault
8904.11,80000.0,Diesel,Individual,Manual,2º dono,24.3,1248.0,88.5,Maruti
4794.52,35000.0,Gasolina,Individual,Manual,1º dono,17.57,1193.0,88.7,Tata
1712.33,139000.0,Diesel,Individual,Manual,1º dono,25.44,936.0,57.6,Chevrolet
3424.66,100000.0,Gasolina,Individual,Manual,1º dono,17.7,1497.0,78.0,Honda
3082.19,90000.0,Diesel,Individual,Manual,1º dono,20.54,1598.0,103.6,Volkswagen
6164.38,40000.0,Diesel,Individual,Manual,2º dono,25.4,1186.0,73.97,Hyundai
6986.29,90000.0,Gasolina,Individual,Manual,1º dono,20.14,1197.0,81.86,Hyundai
8493.15,28180.0,Diesel,Distribuidora,Manual,1º dono,23.65,1248.0,88.5,Maruti
8904.11,44000.0,Diesel,Distribuidora,Manual,1º dono,23.65,1248.0,88.5,Maruti
5068.49,30000.0,Diesel,Individual,Manual,1º dono,23.2,1248.0,73.94,Maruti
4794.52,15000.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,85.8,Maruti
7945.21,20000.0,Gasolina,Individual,Manual,1º dono,21.4,1197.0,83.1,Maruti
6164.38,56000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,81.86,Hyundai
8219.18,19000.0,Gasolina,Individual,Manual,1º dono,17.19,1197.0,81.86,Hyundai
6164.38,70000.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,Hyundai
2054.79,30000.0,Diesel,Individual,Manual,1º dono,19.09,1396.0,69.0,Tata
5479.45,15000.0,Gasolina,Individual,Manual,1º dono,15.37,1196.0,73.0,Maruti
8561.64,50000.0,Gasolina,Individual,Automatico,1º dono,22.0,1197.0,81.8,Maruti
9589.04,20000.0,Gasolina,Individual,Manual,1º dono,17.19,1197.0,81.86,Hyundai
5342.47,25000.0,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,Maruti
8561.64,25000.0,Gasolina,Individual,Manual,1º dono,17.0,1198.0,108.5,Tata
5479.45,50000.0,Gasolina,Individual,Manual,1º dono,19.1,1197.0,85.8,Maruti
5205.48,150000.0,Diesel,Individual,Manual,4º dono e acima,23.0,1396.0,90.0,Hyundai
8493.15,100000.0,Gasolina,Individual,Manual,1º dono,17.57,1193.0,88.7,Tata
2602.74,180000.0,Diesel,Individual,Manual,2º dono,17.8,1399.0,67.0,Ford
3698.63,80000.0,Diesel,Individual,Manual,3º dono,23.2,1248.0,73.94,Maruti
616.44,100000.0,Gasolina,Individual,Manual,3º dono,17.3,993.0,60.0,Maruti
5068.49,120000.0,Gasolina,Individual,Manual,1º dono,18.5,1197.0,82.85,Hyundai
3082.19,100000.0,Diesel,Individual,Manual,2º dono,17.8,1399.0,68.0,Ford
7808.22,44077.0,Gasolina,Distribuidora,Automatico,1º dono,17.01,1499.0,110.5,Ford
9863.01,50000.0,Diesel,Individual,Manual,2º dono,21.19,1396.0,88.73,Hyundai
10958.9,60000.0,Diesel,Individual,Manual,1º dono,22.77,1498.0,98.59,Ford
3630.14,20000.0,Gasolina,Individual,Manual,3º dono,19.81,1086.0,68.05,Hyundai
4794.52,70000.0,Diesel,Individual,Manual,2º dono,25.83,1498.0,99.0,Ford
4863.01,90000.0,Gasolina,Individual,Manual,2º dono,17.5,1298.0,85.8,Maruti
9589.04,17000.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.86,Hyundai
4794.52,74000.0,Diesel,Individual,Manual,2º dono,22.07,1199.0,73.9,Volkswagen
13698.63,72000.0,Diesel,Individual,Manual,1º dono,25.5,1498.0,98.6,Honda
1164.38,25000.0,Gasolina,Individual,Manual,2º dono,16.84,1193.0,64.4,Tata
1027.4,120000.0,Gasolina,Individual,Manual,1º dono,13.0,1493.0,100.0,Honda
2328.77,55768.0,Diesel,Individual,Manual,1º dono,17.0,1405.0,71.0,Tata
7191.78,40000.0,Gasolina,Individual,Automatico,1º dono,18.9,1197.0,81.86,Hyundai
3630.14,70000.0,Gasolina,Individual,Manual,2º dono,21.79,998.0,67.05,Maruti
6301.36,50000.0,Gasolina,Individual,Manual,1º dono,20.3,1199.0,84.0,Tata
3424.66,20000.0,Gasolina,Individual,Manual,1º dono,23.95,998.0,67.05,Maruti
5410.96,70000.0,Diesel,Individual,Manual,2º dono,23.4,1248.0,74.0,Maruti
5136.99,60000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,Hyundai
1643.84,120000.0,Diesel,Individual,Manual,1º dono,17.0,1405.0,71.0,Tata
3972.6,110000.0,Diesel,Individual,Manual,2º dono,21.1,1248.0,73.9,Maruti
5616.42,60000.0,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,Tata
2739.73,30000.0,Gasolina,Individual,Manual,1º dono,16.5,995.0,63.0,Chevrolet
12328.77,35000.0,Diesel,Individual,Manual,1º dono,21.13,1498.0,108.6,Skoda
6164.38,100000.0,Diesel,Individual,Manual,1º dono,19.01,1461.0,108.45,Renault
4109.59,84000.0,Diesel,Individual,Manual,2º dono,20.14,1498.0,88.5,Volkswagen
5821.92,60000.0,Diesel,Individual,Manual,1º dono,25.01,1498.0,89.75,Ford
753.42,50000.0,Gasolina,Individual,Manual,2º dono,17.3,993.0,60.0,Maruti
2739.73,60000.0,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,Hyundai
2465.75,87000.0,Diesel,Individual,Manual,1º dono,18.0,1248.0,75.0,Tata
4794.52,70000.0,Gasolina,Individual,Manual,2º dono,17.57,1193.0,88.7,Tata
6369.86,90000.0,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,Maruti
2739.73,188000.0,Diesel,Individual,Manual,2º dono,21.12,1248.0,88.8,Tata
2054.79,123278.0,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,Hyundai
7671.23,100000.0,Diesel,Individual,Manual,2º dono,26.0,1498.0,98.6,Honda
8561.64,90000.0,Diesel,Individual,Manual,1º dono,21.19,1396.0,88.73,Hyundai
3013.7,110000.0,Diesel,Individual,Manual,1º dono,20.0,1399.0,68.0,Ford
3424.66,110000.0,Diesel,Individual,Manual,1º dono,20.0,1399.0,68.1,Ford
7876.71,70000.0,Diesel,Individual,Manual,1º dono,20.65,1248.0,88.7,Tata
1917.81,60000.0,Gasolina,Individual,Manual,4º dono e acima,17.92,1086.0,62.1,Hyundai
4931.51,70000.0,Diesel,Individual,Manual,3º dono,23.4,1248.0,74.0,Maruti
2876.71,80000.0,Gasolina,Individual,Manual,1º dono,20.63,1198.0,67.06,Datsun
8219.18,60000.0,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.73,Hyundai
2876.71,100000.0,Diesel,Individual,Manual,1º dono,19.5,1199.0,75.0,Skoda
4109.59,80000.0,Diesel,Individual,Manual,2º dono,20.54,1598.0,103.6,Volkswagen
6164.38,35000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,Hyundai
7534.25,10000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,81.86,Hyundai
1369.86,80000.0,Diesel,Individual,Manual,1º dono,18.0,1248.0,75.0,Tata
1095.89,90000.0,Gasolina,Individual,Manual,2º dono,17.3,1061.0,64.0,Maruti
4931.51,25000.0,Gasolina,Individual,Manual,1º dono,23.01,999.0,67.0,Renault
2876.71,70000.0,Gasolina,Individual,Manual,1º dono,20.92,998.0,67.1,Maruti
8013.7,80000.0,Gasolina,Individual,Automatico,1º dono,17.4,1197.0,81.86,Hyundai
7671.23,50000.0,Diesel,Individual,Manual,1º dono,20.14,1498.0,88.7,Volkswagen
8219.18,70000.0,Diesel,Individual,Manual,1º dono,26.0,1498.0,98.6,Honda
4520.55,60000.0,Gasolina,Individual,Manual,1º dono,20.63,1198.0,67.0,Datsun
4109.59,90000.0,Diesel,Individual,Manual,1º dono,23.59,1364.0,67.1,Toyota
8904.11,28000.0,Gasolina,Individual,Manual,1º dono,17.0,1198.0,108.5,Tata
9520.55,20000.0,Gasolina,Individual,Automatico,1º dono,17.4,1197.0,81.86,Hyundai
4109.59,60000.0,Diesel,Individual,Manual,1º dono,24.0,1120.0,70.0,Hyundai
2739.73,80000.0,Diesel,Individual,Manual,1º dono,22.1,1248.0,76.9,Chevrolet
11780.82,60000.0,Diesel,Individual,Manual,1º dono,21.5,1497.0,108.5,Tata
5479.45,20000.0,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,Tata
3287.67,142000.0,Diesel,Individual,Manual,2º dono,23.2,1248.0,73.94,Maruti
7808.22,72000.0,Diesel,Individual,Manual,1º dono,26.59,1248.0,74.0,Maruti
11643.84,90000.0,Diesel,Individual,Manual,1º dono,23.0,1498.0,98.96,Ford
2123.29,80000.0,Diesel,Individual,Manual,3º dono,20.0,1399.0,68.0,Ford
3698.63,125000.0,Diesel,Individual,Manual,1º dono,23.0,1396.0,90.0,Hyundai
8356.16,33000.0,Gasolina,Individual,Manual,1º dono,20.73,1373.0,91.1,Maruti
6849.32,35000.0,Diesel,Individual,Manual,1º dono,25.4,1186.0,73.97,Hyundai
9589.04,43000.0,Diesel,Individual,Manual,1º dono,27.4,1498.0,98.63,Honda
3835.62,96000.0,Gasolina,Individual,Manual,1º dono,16.95,1498.0,97.7,Nissan
3013.7,70000.0,Diesel,Individual,Manual,2º dono,23.2,1248.0,73.94,Maruti
8493.15,18484.0,Gasolina,Individual,Manual,1º dono,20.89,1197.0,81.8,Maruti
3424.66,120000.0,Diesel,Individual,Manual,3º dono,22.07,1199.0,73.9,Volkswagen
6575.34,55000.0,Gasolina,Individual,Manual,1º dono,20.85,1197.0,83.14,Maruti
10958.9,30000.0,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,Maruti
2465.75,65000.0,Gasolina,Individual,Manual,1º dono,17.92,1086.0,62.1,Hyundai
5205.48,50000.0,Diesel,Individual,Manual,2º dono,21.9,1396.0,88.76,Hyundai
7123.29,2560.0,Gasolina,Individual,Automatico,1º dono,24.0,1199.0,83.81,Tata
4520.55,80000.0,Gasolina,Individual,Manual,2º dono,20.51,998.0,67.04,Maruti
5205.48,110000.0,Diesel,Individual,Manual,2º dono,21.27,1396.0,88.76,Hyundai
9589.04,25000.0,Gasolina,Individual,Automatico,2º dono,17.4,1197.0,81.86,Hyundai
8904.11,80000.0,Diesel,Individual,Manual,1º dono,19.01,1461.0,108.45,Renault
2465.75,187000.0,Diesel,Distribuidora,Manual,2º dono,17.8,1399.0,68.0,Ford
4452.05,69000.0,Diesel,Distribuidora,Manual,1º dono,18.6,1388.0,67.0,Ford
13013.7,27000.0,Diesel,Distribuidora,Manual,1º dono,22.77,1498.0,98.59,Ford
6849.32,132000.0,Diesel,Distribuidora,Manual,2º dono,22.7,1498.0,89.84,Ford
9931.51,75000.0,Diesel,Distribuidora,Manual,1º dono,26.1,1498.0,99.23,Ford
6849.32,18000.0,Gasolina,Distribuidora,Manual,2º dono,18.5,1194.0,94.93,Ford
8904.11,10000.0,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.73,Hyundai
3904.11,80000.0,Diesel,Individual,Manual,1º dono,17.8,1248.0,75.0,Maruti
2739.73,137000.0,Diesel,Individual,Manual,1º dono,17.8,1399.0,67.0,Ford
4041.1,65000.0,Diesel,Individual,Manual,2º dono,20.54,1598.0,103.6,Volkswagen
2191.78,120000.0,Gasolina,Individual,Manual,3º dono,17.7,1497.0,78.0,Honda
6164.38,10000.0,Gasolina,Individual,Automatico,1º dono,23.1,998.0,67.04,Maruti
4794.52,93500.0,Diesel,Individual,Manual,2º dono,18.6,1388.0,67.0,Ford
3082.19,58343.0,Gasolina,Concessionaria,Manual,1º dono,21.79,998.0,67.05,Maruti
10136.99,38817.0,Diesel,Distribuidora,Manual,1º dono,27.39,1248.0,74.0,Maruti
7534.25,56494.0,Gasolina,Concessionaria,Manual,1º dono,18.2,1199.0,88.7,Honda
8904.11,5621.0,Gasolina,Concessionaria,Automatico,1º dono,22.0,1197.0,81.8,Maruti
8561.64,25538.0,Gasolina,Concessionaria,Manual,1º dono,16.78,1496.0,88.73,Toyota
8219.18,69779.0,Gasolina,Distribuidora,Automatico,1º dono,22.0,1197.0,81.8,Maruti
6164.38,56290.0,Diesel,Distribuidora,Manual,1º dono,24.0,1186.0,73.97,Hyundai
10671.23,7032.0,Gasolina,Concessionaria,Automatico,1º dono,19.0,1199.0,88.76,Honda
8835.62,11000.0,Gasolina,Distribuidora,Automatico,1º dono,14.3,1598.0,103.5,Skoda
3082.19,58343.0,Gasolina,Concessionaria,Manual,1º dono,21.79,998.0,67.05,Maruti
10136.99,38817.0,Diesel,Distribuidora,Manual,1º dono,27.39,1248.0,74.0,Maruti
7534.25,56494.0,Gasolina,Concessionaria,Manual,1º dono,18.2,1199.0,88.7,Honda
8904.11,5621.0,Gasolina,Concessionaria,Automatico,1º dono,22.0,1197.0,81.8,Maruti
8561.64,25538.0,Gasolina,Concessionaria,Manual,1º dono,16.78,1496.0,88.73,Toyota
8219.18,69779.0,Gasolina,Distribuidora,Automatico,1º dono,22.0,1197.0,81.8,Maruti
6164.38,56290.0,Diesel,Distribuidora,Manual,1º dono,24.0,1186.0,73.97,Hyundai
10671.23,7032.0,Gasolina,Concessionaria,Automatico,1º dono,19.0,1199.0,88.76,Honda
8835.62,11000.0,Gasolina,Distribuidora,Automatico,1º dono,14.3,1598.0,103.5,Skoda
7643.84,70000.0,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,Maruti
2260.27,56000.0,Gasolina,Individual,Manual,3º dono,17.92,1086.0,62.1,Hyundai
4109.59,80000.0,Diesel,Individual,Manual,2º dono,21.9,1396.0,88.76,Hyundai
6849.32,5000.0,Gasolina,Individual,Manual,1º dono,20.3,1086.0,68.0,Hyundai
8767.12,65000.0,Diesel,Individual,Manual,2º dono,21.14,1498.0,103.52,Skoda
11301.37,82000.0,Diesel,Individual,Manual,1º dono,28.09,1248.0,88.5,Maruti
6164.38,133000.0,Diesel,Individual,Manual,1º dono,19.01,1461.0,108.45,Renault
9246.58,25000.0,Gasolina,Individual,Manual,2º dono,17.5,1199.0,88.7,Honda
5684.93,15000.0,Gasolina,Individual,Manual,1º dono,17.57,1193.0,88.7,Tata
15068.49,40000.0,Diesel,Individual,Manual,1º dono,21.38,1396.0,88.7,Hyundai
6849.32,35000.0,Gasolina,Individual,Manual,1º dono,17.0,1198.0,73.75,Volkswagen
616.44,100000.0,Diesel,Individual,Manual,2º dono,17.2,1396.0,53.5,Tata
7534.25,40000.0,Gasolina,Individual,Manual,1º dono,17.19,1197.0,81.86,Hyundai
3219.18,60000.0,Gasolina,Individual,Manual,1º dono,23.01,999.0,67.0,Renault
8219.18,40000.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,Hyundai
7191.78,60000.0,Diesel,Individual,Manual,1º dono,27.3,1498.0,98.6,Honda
4452.05,90000.0,Diesel,Individual,Manual,1º dono,22.9,1248.0,74.0,Maruti
5753.42,90000.0,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,Maruti
3150.67,60000.0,Gasolina,Individual,Manual,2º dono,20.92,998.0,67.1,Maruti
5136.99,80000.0,Diesel,Individual,Manual,4º dono e acima,23.4,1248.0,74.0,Maruti
5479.45,40000.0,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,Tata
1506.85,80000.0,Gasolina,Individual,Manual,3º dono,17.8,1086.0,63.0,Hyundai
6849.32,15000.0,Gasolina,Individual,Manual,1º dono,23.84,1199.0,83.83,Tata
3424.66,110000.0,Diesel,Individual,Manual,2º dono,18.1,1493.0,110.0,Hyundai
13013.7,40000.0,Diesel,Individual,Manual,1º dono,21.13,1498.0,108.6,Skoda
10684.93,30000.0,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,Maruti
7876.71,30000.0,Gasolina,Individual,Manual,1º dono,20.3,1086.0,68.0,Hyundai
7712.33,30000.0,Gasolina,Individual,Manual,2º dono,18.6,1197.0,81.83,Hyundai
6164.38,15000.0,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,Tata
4383.56,135000.0,Diesel,Individual,Manual,2º dono,23.0,1396.0,90.0,Hyundai
5479.45,120000.0,Gasolina,Individual,Manual,1º dono,15.37,1196.0,73.0,Maruti
4315.07,60000.0,Gasolina,Individual,Manual,2º dono,23.01,999.0,67.0,Renault
4794.52,190000.0,Diesel,Individual,Manual,2º dono,19.3,1248.0,73.9,Maruti
5136.99,120000.0,Gasolina,Individual,Manual,1º dono,15.37,1196.0,73.0,Maruti
4794.52,29000.0,Gasolina,Individual,Manual,1º dono,23.1,998.0,67.04,Maruti
1643.84,120000.0,Gasolina,Individual,Manual,3º dono,18.9,1061.0,67.0,Maruti
9589.04,30000.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,Hyundai
6191.77,30000.0,Gasolina,Individual,Automatico,2º dono,23.1,998.0,67.04,Maruti
6849.32,56000.0,Gasolina,Individual,Manual,3º dono,18.9,1197.0,82.0,Hyundai
6712.33,60000.0,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,Maruti
2739.73,147000.0,Diesel,Individual,Manual,2º dono,19.3,1248.0,73.9,Maruti
3287.67,35000.0,Gasolina,Individual,Manual,1º dono,18.9,998.0,67.1,Maruti
8972.6,19500.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,Hyundai
8493.15,38426.0,Gasolina,Individual,Manual,1º dono,17.19,1197.0,81.86,Hyundai
6164.38,35000.0,Gasolina,Individual,Manual,2º dono,20.4,1197.0,83.11,Maruti
4246.58,35000.0,Gasolina,Individual,Manual,2º dono,20.51,998.0,67.04,Maruti
2465.75,120000.0,Diesel,Individual,Manual,1º dono,25.44,936.0,57.6,Chevrolet
2054.79,120000.0,Diesel,Individual,Manual,1º dono,19.4,1405.0,70.0,Tata
2191.78,112000.0,Diesel,Individual,Manual,2º dono,20.0,1399.0,68.0,Ford
5205.48,145000.0,Diesel,Individual,Manual,1º dono,20.5,1598.0,103.5,Skoda
1643.84,135000.0,Diesel,Individual,Manual,1º dono,17.0,1405.0,70.0,Tata
1849.32,146000.0,Diesel,Individual,Manual,1º dono,19.61,1405.0,70.0,Tata
8356.16,10000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,81.86,Hyundai
3561.64,50000.0,Diesel,Individual,Manual,1º dono,20.14,1498.0,88.5,Volkswagen
6849.32,25000.0,Gasolina,Individual,Manual,1º dono,20.14,1197.0,81.86,Hyundai
3013.7,20000.0,Gasolina,Individual,Manual,1º dono,23.01,999.0,67.0,Renault
4794.52,50000.0,Diesel,Individual,Manual,1º dono,25.0,1396.0,69.01,Tata
3835.62,100000.0,Diesel,Individual,Manual,2º dono,23.0,1396.0,90.0,Hyundai
12602.73,20000.0,Gasolina,Individual,Manual,1º dono,17.0,1198.0,108.5,Tata
4383.56,155000.0,Diesel,Individual,Manual,1º dono,23.0,1396.0,90.0,Hyundai
1917.81,70000.0,Diesel,Individual,Manual,4º dono e acima,20.0,1399.0,68.0,Ford
4246.58,25000.0,Diesel,Individual,Manual,2º dono,21.5,1248.0,88.8,Maruti
3082.19,58343.0,Gasolina,Concessionaria,Manual,1º dono,21.79,998.0,67.05,Maruti
10136.99,38817.0,Diesel,Distribuidora,Manual,1º dono,27.39,1248.0,74.0,Maruti
7534.25,56494.0,Gasolina,Concessionaria,Manual,1º dono,18.2,1199.0,88.7,Honda
8904.11,5621.0,Gasolina,Concessionaria,Automatico,1º dono,22.0,1197.0,81.8,Maruti
8561.64,25538.0,Gasolina,Concessionaria,Manual,1º dono,16.78,1496.0,88.73,Toyota
8219.18,69779.0,Gasolina,Distribuidora,Automatico,1º dono,22.0,1197.0,81.8,Maruti
6164.38,56290.0,Diesel,Distribuidora,Manual,1º dono,24.0,1186.0,73.97,Hyundai
10671.23,7032.0,Gasolina,Concessionaria,Automatico,1º dono,19.0,1199.0,88.76,Honda
8835.62,11000.0,Gasolina,Distribuidora,Automatico,1º dono,14.3,1598.0,103.5,Skoda
5205.48,100000.0,Diesel,Individual,Manual,2º dono,22.9,1248.0,74.0,Maruti
1917.81,116700.0,Gasolina,Individual,Manual,4º dono e acima,15.0,1368.0,90.0,Tata
6506.85,25000.0,Diesel,Individual,Manual,1º dono,22.95,1248.0,74.0,Tata
5479.45,176062.0,Diesel,Individual,Manual,1º dono,17.8,1248.0,75.0,Maruti
6986.29,82000.0,Diesel,Individual,Manual,1º dono,25.8,1498.0,98.6,Honda
3767.12,80000.0,Gasolina,Individual,Manual,1º dono,19.81,1086.0,68.05,Hyundai
8904.11,129000.0,Diesel,Individual,Manual,1º dono,19.72,1461.0,108.45,Renault
4931.51,60000.0,Diesel,Individual,Manual,2º dono,20.5,1248.0,91.7,Fiat
8904.11,82000.0,Diesel,Individual,Automatico,1º dono,21.73,1498.0,108.62,Volkswagen
6095.89,39500.0,Gasolina,Individual,Manual,1º dono,20.52,1197.0,81.8,Maruti
10273.97,40000.0,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.76,Hyundai
5821.92,56000.0,Diesel,Individual,Manual,2º dono,22.9,1248.0,74.0,Maruti
11643.84,54000.0,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.73,Hyundai
5479.45,20000.0,Gasolina,Individual,Manual,2º dono,20.51,998.0,67.04,Maruti
2739.73,55896.0,Diesel,Individual,Manual,2º dono,25.0,1396.0,69.0,Tata
7534.25,35000.0,Diesel,Individual,Manual,1º dono,25.8,1498.0,98.6,Honda
3424.66,97000.0,Gasolina,Individual,Manual,2º dono,19.4,1198.0,86.8,Honda
16438.36,15000.0,Diesel,Individual,Manual,1º dono,20.0,1497.0,115.0,Mahindra
3013.7,110000.0,Diesel,Individual,Manual,3º dono,21.64,1461.0,84.8,Nissan
3561.64,120000.0,Diesel,Individual,Manual,2º dono,17.8,1248.0,75.0,Maruti
4315.07,130000.0,Diesel,Individual,Manual,2º dono,20.54,1598.0,103.6,Volkswagen
3082.19,76000.0,Gasolina,Individual,Manual,2º dono,20.92,998.0,67.1,Maruti
9178.08,90000.0,Diesel,Individual,Automatico,1º dono,28.4,1248.0,74.0,Maruti
3013.7,110000.0,Diesel,Individual,Manual,3º dono,21.64,1461.0,84.8,Nissan
3424.66,25000.0,Diesel,Individual,Manual,1º dono,20.0,1399.0,68.1,Ford
3150.67,90000.0,Diesel,Individual,Manual,2º dono,19.3,1248.0,73.9,Maruti
3150.67,164000.0,Diesel,Individual,Manual,2º dono,19.3,1248.0,73.9,Maruti
4109.59,120000.0,Gasolina,Individual,Manual,2º dono,18.0,1198.0,86.7,Honda
2260.27,66000.0,Gasolina,Individual,Manual,2º dono,19.0,998.0,66.1,Maruti
4109.59,35000.0,Gasolina,Individual,Manual,1º dono,23.01,999.0,67.0,Renault
2191.78,30000.0,Diesel,Individual,Manual,2º dono,21.12,1248.0,88.8,Tata
8219.18,5000.0,Gasolina,Individual,Manual,1º dono,21.21,1197.0,81.8,Maruti
6027.4,70000.0,Diesel,Individual,Manual,2º dono,22.9,1248.0,74.0,Maruti
1232.88,60000.0,Gasolina,Individual,Manual,2º dono,18.0,995.0,62.0,Chevrolet
10273.97,60000.0,Diesel,Individual,Manual,1º dono,28.09,1248.0,88.5,Maruti
9794.52,70000.0,Diesel,Individual,Manual,2º dono,28.09,1248.0,88.5,Maruti
3424.66,150000.0,Diesel,Individual,Manual,2º dono,20.86,1199.0,75.0,Skoda
1643.84,150000.0,Gasolina,Individual,Manual,2º dono,18.2,1061.0,64.0,Maruti
1369.86,25000.0,Gasolina,Individual,Manual,3º dono,14.2,1597.0,92.0,Ford
11643.84,35000.0,Diesel,Individual,Automatico,2º dono,21.72,1498.0,108.6,Skoda
6164.38,48000.0,Diesel,Individual,Manual,1º dono,25.4,1186.0,73.97,Hyundai
8219.18,135000.0,Diesel,Individual,Manual,1º dono,26.59,1248.0,74.0,Maruti
4452.05,70000.0,Gasolina,Individual,Manual,1º dono,20.36,1197.0,78.9,Hyundai
3013.7,80000.0,Diesel,Individual,Manual,1º dono,23.03,1396.0,69.0,Tata
10273.97,40000.0,Gasolina,Individual,Manual,1º dono,20.73,1373.0,91.1,Maruti
6698.62,15000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,81.86,Hyundai
8904.11,35000.0,Diesel,Individual,Manual,2º dono,27.39,1248.0,74.0,Maruti
3424.66,40000.0,Gasolina,Individual,Manual,1º dono,19.0,998.0,66.1,Maruti
2739.73,120000.0,Diesel,Individual,Manual,1º dono,23.03,1396.0,69.0,Tata
3780.82,60000.0,Gasolina,Individual,Manual,1º dono,20.3,998.0,68.05,Hyundai
2739.73,70000.0,Diesel,Individual,Manual,2º dono,23.57,1396.0,70.0,Tata
2739.73,175000.0,Diesel,Individual,Manual,1º dono,19.09,1396.0,69.0,Tata
2739.73,70000.0,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,Hyundai
3424.66,100000.0,Gasolina,Individual,Manual,1º dono,15.2,1193.0,65.0,Tata
4452.05,120000.0,Diesel,Individual,Manual,2º dono,20.0,1399.0,68.1,Ford
5821.92,30000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,Hyundai
4109.59,70000.0,Gasolina,Individual,Manual,1º dono,23.95,998.0,67.05,Maruti
4452.05,70000.0,Gasolina,Individual,Manual,2º dono,20.36,1197.0,78.9,Hyundai
12328.77,130000.0,Diesel,Individual,Manual,1º dono,21.38,1396.0,88.7,Hyundai
13013.7,133000.0,Diesel,Individual,Manual,1º dono,21.38,1396.0,88.7,Hyundai
4383.56,120000.0,Diesel,Individual,Manual,3º dono,20.54,1598.0,103.6,Volkswagen
